BN,School_Year,Start_Date,Overall_Rating,Indicator_1.1,Indicator_1.2,Indicator_1.3,Indicator_1.4,Indicator_1.5,Indicator_1.6,Indicator_1.7,IndicatorOverall_1,Indicator_2.1,Indicator_2.2,Indicator_2.3,Indicator_2.4,Indicator_2.5,Indicator_2.6,Indicator_2.7,IndicatorOverall_2,Indicator_3.1,Indicator_3.2,Indicator_3.3,Indicator_3.4,Indicator_3.5,Indicator_3.6,Indicator_3.7,Indicator_3.8,IndicatorOverall_3,Indicator_4.1,Indicator_4.2,Indicator_4.3,Indicator_4.4,Indicator_4.5,Indicator_4.6,Indicator_4.7,IndicatorOverall_4,Indicator_5.1,Indicator_5.2,Indicator_5.3,Indicator_5.4,Indicator_5.5,Indicator_5.6,Indicator_5.7,IndicatorOverall_5
M347,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,D,D,P,P,P,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
M393,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data
Q058,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,P,P,P,WD,WD,No Data,No Data,No Data,No Data,P,WD,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,No Data,WD,WD,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
Q062,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,WD,WD,P,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,WD,P,No Data,No Data,No Data,No Data,WD,WD,WD,P,No Data,No Data,No Data,No Data
Q157,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,WD,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,P,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data
R019,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,WD,WD,P,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,WD,P,WD,WD,No Data,No Data,No Data,No Data,WD,P,WD,WD,No Data,No Data,No Data,No Data
R049,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,D,D,D,D,P,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
X048,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,WD,WD,P,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,P,No Data,No Data,No Data,No Data,WD,WD,P,P,No Data,No Data,No Data,No Data,No Data,WD,WD,P,WD,No Data,No Data,No Data,No Data,WD,P,WD,WD,No Data,No Data,No Data,No Data
X095,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,P,WD,P,P,P,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
X109,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,P,D,P,WD,WD,No Data,No Data,No Data,No Data,WD,WD,P,P,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,WD,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
X282,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,D,D,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,D,U,D,No Data,No Data,No Data,No Data
X479,12/01/2011 12:00:00 AM,12/13/2011 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
X372,12/01/2011 12:00:00 AM,12/14/2011 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,P,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
K091,12/01/2011 12:00:00 AM,12/15/2011 12:00:00 AM,D,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
K292,12/01/2011 12:00:00 AM,12/15/2011 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data
X127,12/01/2011 12:00:00 AM,12/15/2011 12:00:00 AM,P,P,D,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,WD,P,WD,WD,No Data,No Data,No Data,No Data,No Data,P,D,P,WD,No Data,No Data,No Data,No Data,P,D,P,D,No Data,No Data,No Data,No Data
K697,12/01/2011 12:00:00 AM,12/19/2011 12:00:00 AM,P,P,D,P,P,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
M116,12/01/2011 12:00:00 AM,12/19/2011 12:00:00 AM,WD,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data
X550,12/01/2011 12:00:00 AM,12/19/2011 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,P,P,D,No Data,No Data,No Data,No Data
M392,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,P,WD,P,P,WD,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data
M964,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,WD,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,P,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
Q028,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,P,P,P,WD,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data
Q048,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,D,D,D,P,WD,No Data,No Data,No Data,No Data,WD,P,D,P,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data
Q056,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,WD,D,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data
X046,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,D,D,D,P,WD,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data
X332,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,D,D,D,P,WD,No Data,No Data,No Data,No Data,P,D,P,WD,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,D,P,P,D,No Data,No Data,No Data,No Data
X547,12/01/2011 12:00:00 AM,01/05/2012 12:00:00 AM,D,D,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,D,U,D,No Data,No Data,No Data,No Data
K003,12/01/2011 12:00:00 AM,01/09/2012 12:00:00 AM,P,WD,WD,P,WD,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,No Data,P,WD,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
K203,12/01/2011 12:00:00 AM,01/09/2012 12:00:00 AM,P,D,D,WD,WD,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,WD,D,P,WD,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,D,D,P,P,No Data,No Data,No Data,No Data
M018,12/01/2011 12:00:00 AM,01/09/2012 12:00:00 AM,P,D,D,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
M158,12/01/2011 12:00:00 AM,01/09/2012 12:00:00 AM,WD,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,P,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,P,WD,No Data,No Data,No Data,No Data,WD,WD,WD,P,No Data,No Data,No Data,No Data
Q284,12/01/2011 12:00:00 AM,01/09/2012 12:00:00 AM,P,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
R042,12/01/2011 12:00:00 AM,01/09/2012 12:00:00 AM,P,D,D,WD,P,No Data,No Data,No Data,No Data,P,D,WD,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data
X437,12/01/2011 12:00:00 AM,01/09/2012 12:00:00 AM,D,D,D,P,D,No Data,No Data,No Data,No Data,WD,D,WD,D,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,U,D,D,No Data,No Data,No Data,No Data
K066,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,P,P,P,WD,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
K213,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,D,D,D,D,D,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,U,D,U,D,No Data,No Data,No Data,No Data
K249,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,P,P,P,WD,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,No Data,P,P,WD,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
K563,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,WD,P,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,P,No Data,No Data,No Data,No Data
M036,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,D,D,D,D,P,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,D,D,D,WD,No Data,No Data,No Data,No Data,D,P,D,D,No Data,No Data,No Data,No Data
M054,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,D,P,D,P,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data
Q148,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,D,P,P,P,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data
X010,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
X057,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,D,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,U,D,U,No Data,No Data,No Data,No Data
X071,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,D,D,D,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,D,WD,No Data,No Data,No Data,No Data,D,D,P,P,No Data,No Data,No Data,No Data
X083,12/01/2011 12:00:00 AM,01/10/2012 12:00:00 AM,P,P,D,P,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,WD,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
K284,12/01/2011 12:00:00 AM,01/11/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,D,D,WD,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,No Data,WD,D,P,P,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data
K676,12/01/2011 12:00:00 AM,01/11/2012 12:00:00 AM,D,D,D,D,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,P,D,P,D,No Data,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,P,P,D,No Data,No Data,No Data,No Data
X145,12/01/2011 12:00:00 AM,01/11/2012 12:00:00 AM,D,D,D,P,WD,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,No Data,D,P,D,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data
X721,12/01/2011 12:00:00 AM,01/11/2012 12:00:00 AM,D,D,D,P,WD,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
M409,12/01/2011 12:00:00 AM,01/12/2012 12:00:00 AM,D,U,D,P,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,U,D,D,D,No Data,No Data,No Data,No Data
Q020,12/01/2011 12:00:00 AM,01/12/2012 12:00:00 AM,P,P,D,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,WD,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
R016,12/01/2011 12:00:00 AM,01/12/2012 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
X181,12/01/2011 12:00:00 AM,01/12/2012 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,No Data,P,WD,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
X310,12/01/2011 12:00:00 AM,01/12/2012 12:00:00 AM,P,P,P,WD,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,D,P,P,P,No Data,No Data,No Data,No Data
K376,12/01/2011 12:00:00 AM,01/17/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data
K489,12/01/2011 12:00:00 AM,01/17/2012 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,No Data,D,P,D,P,No Data,No Data,No Data,No Data,D,P,D,D,No Data,No Data,No Data,No Data
M020,12/01/2011 12:00:00 AM,01/17/2012 12:00:00 AM,P,D,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
Q319,12/01/2011 12:00:00 AM,01/17/2012 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,P,D,P,WD,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
X328,12/01/2011 12:00:00 AM,01/17/2012 12:00:00 AM,D,D,D,D,P,No Data,No Data,No Data,No Data,P,D,P,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,No Data,D,P,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
X017,12/01/2011 12:00:00 AM,01/18/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,D,P,P,P,No Data,No Data,No Data,No Data,P,D,P,D,No Data,No Data,No Data,No Data
R006,12/01/2011 12:00:00 AM,01/19/2012 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,No Data,P,P,WD,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
Q208,12/01/2011 12:00:00 AM,01/23/2012 12:00:00 AM,P,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
X072,12/01/2011 12:00:00 AM,01/24/2012 12:00:00 AM,D,U,U,P,P,No Data,No Data,No Data,No Data,P,P,D,D,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,No Data,P,WD,D,WD,No Data,No Data,No Data,No Data,D,D,P,P,No Data,No Data,No Data,No Data
X170,12/01/2011 12:00:00 AM,01/24/2012 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,No Data,WD,P,WD,WD,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,P,No Data,No Data,No Data,No Data
K029,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,WD,WD,WD,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
K233,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,P,P,P,WD,P,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
M112,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,WD,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,P,P,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,P,WD,WD,No Data,No Data,No Data,No Data
Q035,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,D,P,P,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
Q049,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,WD,WD,WD,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,WD,WD,P,WD,No Data,No Data,No Data,No Data,No Data,P,WD,P,WD,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data
X058,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,D,U,U,D,P,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,D,D,D,P,No Data,No Data,No Data,No Data,U,D,D,D,No Data,No Data,No Data,No Data
X144,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,P,D,D,P,WD,No Data,No Data,No Data,No Data,P,P,WD,P,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data,D,P,P,P,No Data,No Data,No Data,No Data
X454,12/01/2011 12:00:00 AM,01/25/2012 12:00:00 AM,P,P,D,P,WD,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,D,P,P,P,No Data,No Data,No Data,No Data,P,P,D,P,No Data,No Data,No Data,No Data
K009,12/01/2011 12:00:00 AM,01/26/2012 12:00:00 AM,P,P,P,P,P,No Data,No Data,No Data,No Data,P,P,WD,WD,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data
K171,12/01/2011 12:00:00 AM,01/26/2012 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
K678,12/01/2011 12:00:00 AM,01/26/2012 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,P,D,P,D,No Data,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,D,D,D,U,No Data,No Data,No Data,No Data
M421,12/01/2011 12:00:00 AM,01/26/2012 12:00:00 AM,WD,WD,P,WD,WD,No Data,No Data,No Data,No Data,P,WD,WD,WD,No Data,No Data,No Data,No Data,P,P,WD,WD,No Data,No Data,No Data,No Data,No Data,WD,WD,WD,WD,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data
X121,12/01/2011 12:00:00 AM,01/26/2012 12:00:00 AM,P,P,D,P,WD,No Data,No Data,No Data,No Data,P,WD,P,D,No Data,No Data,No Data,No Data,P,P,WD,P,No Data,No Data,No Data,No Data,No Data,P,P,P,WD,No Data,No Data,No Data,No Data,P,D,P,D,No Data,No Data,No Data,No Data
K028,12/01/2011 12:00:00 AM,01/30/2012 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,D,P,P,No Data,No Data,No Data,No Data,P,D,D,D,No Data,No Data,No Data,No Data,No Data,P,D,D,P,No Data,No Data,No Data,No Data,D,D,D,D,No Data,No Data,No Data,No Data
K234,12/01/2011 12:00:00 AM,01/30/2012 12:00:00 AM,P,P,P,WD,WD,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,No Data,WD,P,P,WD,No Data,No Data,No Data,No Data,P,D,WD,P,No Data,No Data,No Data,No Data
M048,12/01/2011 12:00:00 AM,01/30/2012 12:00:00 AM,D,D,D,P,P,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,D,P,P,P,No Data,No Data,No Data,No Data,D,D,P,P,No Data,No Data,No Data,No Data
X008,12/01/2011 12:00:00 AM,01/30/2012 12:00:00 AM,P,P,P,WD,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,WD,P,P,No Data,No Data,No Data,No Data,WD,P,P,P,No Data,No Data,No Data,No Data
Q150,12/01/2011 12:00:00 AM,01/31/2012 12:00:00 AM,P,P,P,P,WD,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,P,P,P,P,No Data,No Data,No Data,No Data,No Data,P,P,D,WD,No Data,No Data,No Data,No Data,P,P,P,D,No Data,No Data,No Data,No Data
